classKey,driverName,funcName
468.00063766750543,mpmath_besselk_arg2_DRIVER1,besselk
468.00063766750543,scipy_special_kn_arg2_DRIVER1,kn
468.00063766750543,scipy_special_kv_arg2_DRIVER1,kv
468.00063766750543,gsl_sf_bessel_Kn_DRIVER,gsl_sf_bessel_Kn
468.00063766750543,jmat_besselk_DRIVER1,besselk
48.630494505689896,mpmath_riemannr_arg1_DRIVER0,riemannr
48.630494505689896,mpmath_fp_riemannr_arg1_DRIVER0,riemannr
50.043170219594174,scipy_special_i1_arg1_DRIVER0,i1
50.043170219594174,gsl_sf_bessel_I1_DRIVER,gsl_sf_bessel_I1
52.32775662990473,scipy_special_gammainc_arg2_DRIVER0,gammainc
52.32775662990473,gsl_sf_gamma_inc_P_DRIVER,gsl_sf_gamma_inc_P
52.32775662990473,jmat_gamma_p_DRIVER0,gamma_p
53.257344283761014,mpmath_gamma_arg1_DRIVER0,gamma
53.257344283761014,mpmath_gammainc_arg1_DRIVER0,gammainc
53.257344283761014,mpmath_fp_gamma_arg1_DRIVER0,gamma
53.257344283761014,mpmath_fp_gammainc_arg1_DRIVER0,gammainc
53.257344283761014,scipy_special_gamma_arg1_DRIVER0,gamma
53.257344283761014,gsl_sf_gamma_DRIVER,gsl_sf_gamma
53.257344283761014,jmat_gamma_DRIVER0,gamma
5305.106769904316,mpmath_appellf1_arg6_DRIVER1,appellf1
5305.106769904316,mpmath_fp_appellf1_arg6_DRIVER1,appellf1
54.035918575955826,mpmath_fmod_arg2_DRIVER0,fmod
54.035918575955826,mpmath_fp_fmod_arg2_DRIVER0,fmod
54.035918575955826,jmat_mod_DRIVER0,mod
555.5393254740175,mpmath_psi_arg2_DRIVER1,psi
555.5393254740175,mpmath_fp_psi_arg2_DRIVER1,psi
555.5393254740175,scipy_special_polygamma_arg2_DRIVER1,polygamma
555.5393254740175,gsl_sf_psi_n_DRIVER,gsl_sf_psi_n
56.51214079804917,mpmath_coth_arg1_DRIVER0,coth
56.51214079804917,mpmath_fp_coth_arg1_DRIVER0,coth
56.655049486407954,mpmath_atan2_arg2_DRIVER0,atan2
56.655049486407954,mpmath_fp_atan2_arg2_DRIVER0,atan2
56.655049486407954,jmat_atan2_DRIVER0,atan2
56.835057684911334,mpmath_npdf_arg3_DRIVER0,npdf
56.835057684911334,mpmath_fp_npdf_arg3_DRIVER0,npdf
56.835057684911334,jmat_pdf_normal_DRIVER0,pdf_normal
599.353245614846,mpmath_hyp1f1_arg3_DRIVER0,hyp1f1
599.353245614846,mpmath_fp_hyp1f1_arg3_DRIVER0,hyp1f1
599.353245614846,scipy_special_hyp1f1_arg3_DRIVER0,hyp1f1
599.353245614846,gsl_sf_hyperg_1F1_DRIVER,gsl_sf_hyperg_1F1
599.353245614846,jmat_hypergeometric1F1_DRIVER0,hypergeometric1F1
6.103347546398597,scipy_special_gammaincinv_arg2_DRIVER0,gammaincinv
